ID,MONTHS_BALANCE,STATUS,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5062440,0.0,C,M,Y,Y,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11533,-746,Drivers,2
5062441,0.0,C,M,Y,Y,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11533,-746,Drivers,2
5062451,0.0,0,F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-15541,-1477,Medicine staff,2
5062452,0.0,X,F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-15541,-1477,Medicine staff,2
5062453,0.0,C,F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-15541,-1477,Medicine staff,2
5062454,0.0,C,F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-15541,-1477,Medicine staff,2
5062456,0.0,C,F,N,Y,0,270000.0,State servant,Higher education,Married,House / apartment,-13752,-167,Managers,2
5062457,0.0,0,F,N,Y,0,270000.0,State servant,Higher education,Married,House / apartment,-13752,-167,Managers,2
5062458,0.0,0,F,N,Y,0,270000.0,State servant,Higher education,Married,House / apartment,-13752,-167,Managers,2
5062459,0.0,0,F,N,Y,0,270000.0,State servant,Higher education,Married,House / apartment,-13752,-167,Managers,2
5062460,0.0,0,F,N,Y,0,270000.0,State servant,Higher education,Married,House / apartment,-13752,-167,Managers,2
5062461,0.0,0,F,N,Y,0,270000.0,State servant,Higher education,Married,House / apartment,-13752,-167,Managers,2
5062462,0.0,C,F,N,Y,0,270000.0,State servant,Higher education,Married,House / apartment,-13752,-167,Managers,2
5062471,0.0,C,M,N,Y,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18406,-1324,Drivers,3
5062475,0.0,X,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-15462,-2969,Medicine staff,2
5062478,0.0,C,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-15462,-2969,Medicine staff,2
5062479,0.0,C,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-15462,-2969,Medicine staff,2
5062480,0.0,C,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-15462,-2969,Medicine staff,2
5062481,0.0,C,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-15462,-2969,Medicine staff,2
5062488,0.0,X,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13638,-3972,Laborers,3
5062490,0.0,C,M,N,Y,1,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-9183,-2054,Drivers,3
5062491,0.0,C,M,N,Y,1,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-9183,-2054,Drivers,3
5062492,0.0,0,M,N,Y,1,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-9183,-2054,Drivers,3
5062493,0.0,0,M,N,Y,1,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-9183,-2054,Drivers,3
5062494,0.0,X,M,N,Y,1,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-9183,-2054,Drivers,3
5062495,0.0,C,M,N,Y,1,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-9183,-2054,Drivers,3
5062496,0.0,0,M,N,Y,1,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-9183,-2054,Drivers,3
5062497,0.0,C,M,N,Y,1,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-9183,-2054,Drivers,3
5062500,0.0,C,M,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-14829,-685,Laborers,3
5062501,0.0,C,M,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-14829,-685,Laborers,3
5062502,0.0,C,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9122,-1751,Sales staff,1
5062503,0.0,C,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9122,-1751,Sales staff,1
5062504,0.0,C,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9122,-1751,Sales staff,1
5062505,0.0,X,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9122,-1751,Sales staff,1
5062506,0.0,0,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9122,-1751,Sales staff,1
5062507,0.0,X,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9122,-1751,Sales staff,1
5062508,0.0,0,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9122,-1751,Sales staff,1
5062511,0.0,C,F,N,Y,2,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16066,-8507,Medicine staff,4
5062514,0.0,C,F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,-13656,-2207,Sales staff,3
5062515,0.0,C,F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,-13656,-2207,Sales staff,3
5062516,0.0,C,F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,-13656,-2207,Sales staff,3
5062517,0.0,C,F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,-13656,-2207,Sales staff,3
5062518,0.0,C,F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,-13656,-2207,Sales staff,3
5062519,0.0,0,F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,-13656,-2207,Sales staff,3
5062520,0.0,0,F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,-13656,-2207,Sales staff,3
5062521,0.0,0,F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,-13656,-2207,Sales staff,3
5062522,0.0,C,F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,-13656,-2207,Sales staff,3
5062523,0.0,C,F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,-13656,-2207,Sales staff,3
5062525,0.0,C,F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,-13656,-2207,Sales staff,3
5062526,0.0,C,F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,-13656,-2207,Sales staff,3
5062527,0.0,C,F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,-13656,-2207,Sales staff,3
5062528,0.0,C,F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,-13656,-2207,Sales staff,3
5062531,0.0,C,F,Y,Y,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13114,-1812,Medicine staff,2
5062532,0.0,C,F,Y,Y,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13114,-1812,Medicine staff,2
5062533,0.0,C,F,Y,Y,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13114,-1812,Medicine staff,2
5062534,0.0,X,F,Y,Y,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13114,-1812,Medicine staff,2
5062535,0.0,C,F,Y,Y,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13114,-1812,Medicine staff,2
5062536,0.0,0,F,Y,Y,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13114,-1812,Medicine staff,2
5062537,0.0,C,F,Y,Y,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13114,-1812,Medicine staff,2
5062538,0.0,X,F,Y,Y,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13114,-1812,Medicine staff,2
5062539,0.0,0,F,Y,Y,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13114,-1812,Medicine staff,2
5062540,0.0,C,F,Y,Y,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13114,-1812,Medicine staff,2
5062542,0.0,C,F,Y,Y,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13114,-1812,Medicine staff,2
5062573,0.0,C,F,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-16477,-2997,Accountants,2
5062574,0.0,C,F,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-16477,-2997,Accountants,2
5062576,0.0,0,F,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-16477,-2997,Accountants,2
5062577,0.0,0,F,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-16477,-2997,Accountants,2
5062578,0.0,C,F,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-16477,-2997,Accountants,2
5062582,0.0,C,F,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-16477,-2997,Accountants,2
5062584,0.0,0,M,N,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-10054,-571,Drivers,3
5062585,0.0,0,M,N,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-10054,-571,Drivers,3
5062590,0.0,X,M,Y,Y,1,135000.0,State servant,Higher education,Married,House / apartment,-8972,-145,Core staff,3
5062591,0.0,X,M,Y,Y,1,135000.0,State servant,Higher education,Married,House / apartment,-8972,-145,Core staff,3
5062592,0.0,X,M,Y,Y,1,135000.0,State servant,Higher education,Married,House / apartment,-8972,-145,Core staff,3
5062593,0.0,C,M,Y,Y,1,135000.0,State servant,Higher education,Married,House / apartment,-8972,-145,Core staff,3
5062595,0.0,X,F,N,Y,0,103500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-21559,-4254,Cooking staff,2
5062596,0.0,X,F,N,Y,0,103500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-21559,-4254,Cooking staff,2
5062599,0.0,C,F,Y,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-18356,-1820,High skill tech staff,2
5062600,0.0,C,F,Y,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-18356,-1820,High skill tech staff,2
5062601,0.0,C,F,Y,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-18356,-1820,High skill tech staff,2
5062602,0.0,0,F,Y,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-18356,-1820,High skill tech staff,2
5062604,0.0,X,F,Y,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-18356,-1820,High skill tech staff,2
5062605,0.0,C,F,Y,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-18356,-1820,High skill tech staff,2
5062606,0.0,C,F,Y,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-18356,-1820,High skill tech staff,2
5062607,0.0,C,F,Y,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-18356,-1820,High skill tech staff,2
5062608,0.0,C,F,Y,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-18356,-1820,High skill tech staff,2
5062609,0.0,0,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10725,-2802,Private service staff,2
5062615,0.0,C,M,Y,Y,0,270000.0,State servant,Secondary / secondary special,Married,House / apartment,-11372,-3897,Core staff,2
5062618,0.0,C,M,Y,Y,0,270000.0,State servant,Secondary / secondary special,Married,House / apartment,-11372,-3897,Core staff,2
5062619,0.0,X,M,Y,Y,0,270000.0,State servant,Secondary / secondary special,Married,House / apartment,-11372,-3897,Core staff,2
5062621,0.0,X,M,Y,Y,0,270000.0,State servant,Secondary / secondary special,Married,House / apartment,-11372,-3897,Core staff,2
5062622,0.0,C,M,Y,Y,0,270000.0,State servant,Secondary / secondary special,Married,House / apartment,-11372,-3897,Core staff,2
5062623,0.0,X,M,Y,Y,0,270000.0,State servant,Secondary / secondary special,Married,House / apartment,-11372,-3897,Core staff,2
5062635,0.0,0,M,N,Y,0,405000.0,Working,Higher education,Married,House / apartment,-15881,-4781,Laborers,2
5062636,0.0,C,M,N,Y,0,405000.0,Working,Higher education,Married,House / apartment,-15881,-4781,Laborers,2
5062637,0.0,C,M,N,Y,0,405000.0,Working,Higher education,Married,House / apartment,-15881,-4781,Laborers,2
5062639,0.0,C,M,N,Y,0,405000.0,Working,Higher education,Married,House / apartment,-15881,-4781,Laborers,2
5062640,0.0,C,M,N,Y,0,405000.0,Working,Higher education,Married,House / apartment,-15881,-4781,Laborers,2
5062645,0.0,X,F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18626,-1332,Security staff,2
5062646,0.0,0,F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18626,-1332,Security staff,2
5062649,0.0,C,F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18626,-1332,Security staff,2
5062654,0.0,C,M,Y,Y,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,-13509,-1028,Laborers,3
5062655,0.0,C,M,Y,Y,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,-13509,-1028,Laborers,3
5062656,0.0,C,M,Y,Y,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,-13509,-1028,Laborers,3
5062657,0.0,C,M,Y,Y,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,-13509,-1028,Laborers,3
5062658,0.0,0,M,Y,Y,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,-13509,-1028,Laborers,3
5062659,0.0,0,M,Y,Y,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,-13509,-1028,Laborers,3
5062660,0.0,X,M,Y,Y,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,-13509,-1028,Laborers,3
5062661,0.0,0,M,Y,Y,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,-13509,-1028,Laborers,3
5062662,0.0,X,M,Y,Y,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,-13509,-1028,Laborers,3
5062663,0.0,X,M,Y,Y,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,-13509,-1028,Laborers,3
5062668,0.0,C,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-14863,-4407,Managers,3
5062669,0.0,C,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-14863,-4407,Managers,3
5062670,0.0,X,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-14863,-4407,Managers,3
5062671,0.0,0,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-14863,-4407,Managers,3
5062672,0.0,C,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-14863,-4407,Managers,3
5062673,0.0,C,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-14863,-4407,Managers,3
5062674,0.0,C,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-14863,-4407,Managers,3
5062676,0.0,C,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19500,-3189,Laborers,2
5062678,0.0,C,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19500,-3189,Laborers,2
5062679,0.0,C,F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14511,-1789,Laborers,2
5062680,0.0,X,F,N,Y,0,112500.0,Working,Higher education,Widow,House / apartment,-22372,-1402,Accountants,1
5062683,0.0,X,M,Y,Y,0,247500.0,State servant,Secondary / secondary special,Married,Municipal apartment,-20112,-875,High skill tech staff,2
5062685,0.0,0,M,Y,Y,0,247500.0,State servant,Secondary / secondary special,Married,Municipal apartment,-20112,-875,High skill tech staff,2
5062686,0.0,C,M,Y,Y,0,247500.0,State servant,Secondary / secondary special,Married,Municipal apartment,-20112,-875,High skill tech staff,2
5062687,0.0,X,M,Y,Y,0,247500.0,State servant,Secondary / secondary special,Married,Municipal apartment,-20112,-875,High skill tech staff,2
5062688,0.0,X,M,Y,Y,0,247500.0,State servant,Secondary / secondary special,Married,Municipal apartment,-20112,-875,High skill tech staff,2
5062689,0.0,X,M,Y,Y,0,247500.0,State servant,Secondary / secondary special,Married,Municipal apartment,-20112,-875,High skill tech staff,2
5062690,0.0,0,M,Y,Y,0,247500.0,State servant,Secondary / secondary special,Married,Municipal apartment,-20112,-875,High skill tech staff,2
5062691,0.0,X,M,Y,Y,0,247500.0,State servant,Secondary / secondary special,Married,Municipal apartment,-20112,-875,High skill tech staff,2
5062695,0.0,C,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,Core staff,3
5062698,0.0,X,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,Core staff,3
5062699,0.0,0,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,Core staff,3
5062704,0.0,C,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,Core staff,3
5062705,0.0,C,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,Core staff,3
5062706,0.0,C,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,Core staff,3
5062708,0.0,0,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,Core staff,3
5062709,0.0,X,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,Core staff,3
5062710,0.0,0,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,Core staff,3
5062711,0.0,C,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,Core staff,3
5062723,0.0,0,M,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,-16977,-92,Managers,2
5062726,0.0,0,M,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,-16977,-92,Managers,2
5062727,0.0,C,M,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,-16977,-92,Managers,2
5062734,0.0,C,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9815,-1341,Laborers,1
5062737,0.0,X,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9815,-1341,Laborers,1
5062739,0.0,0,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15035,-1128,Cleaning staff,2
5062741,0.0,C,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15035,-1128,Cleaning staff,2
5062743,0.0,0,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15035,-1128,Cleaning staff,2
5062744,0.0,0,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15035,-1128,Cleaning staff,2
5062745,0.0,0,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15035,-1128,Cleaning staff,2
5062754,0.0,X,F,N,N,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11431,-306,Core staff,1
5062755,0.0,C,F,N,N,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11431,-306,Core staff,1
5062756,0.0,C,F,N,N,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11431,-306,Core staff,1
5065313,0.0,C,F,N,Y,1,157500.0,State servant,Higher education,Married,House / apartment,-15645,-4280,Core staff,3
5065314,0.0,C,F,N,Y,1,157500.0,State servant,Higher education,Married,House / apartment,-15645,-4280,Core staff,3
5065315,0.0,C,F,N,Y,1,157500.0,State servant,Higher education,Married,House / apartment,-15645,-4280,Core staff,3
5065316,0.0,C,F,N,Y,1,157500.0,State servant,Higher education,Married,House / apartment,-15645,-4280,Core staff,3
5065320,0.0,C,M,Y,Y,2,315000.0,Working,Secondary / secondary special,Married,House / apartment,-12520,-1570,Drivers,4
5065321,0.0,X,M,Y,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,-13415,-2147,Laborers,1
5065333,0.0,C,M,N,Y,0,103500.0,Working,Secondary / secondary special,Separated,House / apartment,-19632,-2208,Drivers,1
5065335,0.0,C,M,N,Y,0,202500.0,Commercial associate,Lower secondary,Married,Rented apartment,-9766,-1935,Sales staff,2
5065336,0.0,0,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-18613,-3883,Laborers,3
5065337,0.0,X,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-18613,-3883,Laborers,3
5065338,0.0,C,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-18613,-3883,Laborers,3
5065339,0.0,0,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-18613,-3883,Laborers,3
5065348,0.0,C,F,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,-15160,-3974,High skill tech staff,2
5065349,0.0,X,F,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,-15160,-3974,High skill tech staff,2
5065350,0.0,C,M,N,Y,0,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-14671,-2027,Managers,1
5065351,0.0,C,M,N,Y,0,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-14671,-2027,Managers,1
5065352,0.0,0,M,N,Y,0,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-14671,-2027,Managers,1
5065354,0.0,C,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-21199,-5069,Managers,2
5065355,0.0,C,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-21199,-5069,Managers,2
5065356,0.0,C,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-21199,-5069,Managers,2
5065357,0.0,C,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-21199,-5069,Managers,2
5065358,0.0,C,F,N,Y,1,216000.0,Working,Higher education,Single / not married,House / apartment,-10512,-1782,Core staff,2
5065360,0.0,C,F,N,Y,1,216000.0,Working,Higher education,Single / not married,House / apartment,-10512,-1782,Core staff,2
5065366,0.0,C,F,N,Y,1,216000.0,Working,Higher education,Single / not married,House / apartment,-10512,-1782,Core staff,2
5065367,0.0,C,F,N,Y,1,216000.0,Working,Higher education,Single / not married,House / apartment,-10512,-1782,Core staff,2
5065368,0.0,0,F,N,Y,1,216000.0,Working,Higher education,Single / not married,House / apartment,-10512,-1782,Core staff,2
5065369,0.0,0,F,N,Y,1,216000.0,Working,Higher education,Single / not married,House / apartment,-10512,-1782,Core staff,2
5065372,0.0,0,F,N,Y,1,99000.0,Working,Higher education,Married,House / apartment,-16721,-8875,Core staff,3
5065375,0.0,C,F,N,Y,1,99000.0,Working,Higher education,Married,House / apartment,-16721,-8875,Core staff,3
5065376,0.0,C,F,N,Y,0,215550.0,Working,Higher education,Married,House / apartment,-10429,-931,High skill tech staff,2
5065377,0.0,0,F,N,Y,0,215550.0,Working,Higher education,Married,House / apartment,-10429,-931,High skill tech staff,2
5065384,0.0,0,M,N,Y,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16140,-900,Drivers,2
5065385,0.0,X,M,N,Y,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16140,-900,Drivers,2
5065387,0.0,0,M,N,Y,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16140,-900,Drivers,2
5065389,0.0,C,M,N,Y,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16140,-900,Drivers,2
5065390,0.0,0,M,N,Y,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16140,-900,Drivers,2
5065391,0.0,0,M,N,Y,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16140,-900,Drivers,2
5065392,0.0,0,M,N,Y,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16140,-900,Drivers,2
5065395,0.0,X,M,Y,N,0,396000.0,Commercial associate,Higher education,Married,House / apartment,-12574,-2453,Managers,2
5065402,0.0,X,F,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-12589,-4096,Laborers,4
5065406,0.0,X,F,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-12589,-4096,Laborers,4
5065414,0.0,0,M,N,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17624,-686,Drivers,4
5065415,0.0,C,M,N,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17624,-686,Drivers,4
5065416,0.0,0,M,N,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17624,-686,Drivers,4
5065419,0.0,C,F,N,Y,0,265500.0,Working,Secondary / secondary special,Married,House / apartment,-15925,-3335,Sales staff,2
5065420,0.0,C,F,N,Y,0,265500.0,Working,Secondary / secondary special,Married,House / apartment,-15925,-3335,Sales staff,2
5065421,0.0,C,F,N,Y,0,265500.0,Working,Secondary / secondary special,Married,House / apartment,-15925,-3335,Sales staff,2
5065422,0.0,X,F,N,Y,0,265500.0,Working,Secondary / secondary special,Married,House / apartment,-15925,-3335,Sales staff,2
5065424,0.0,X,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23510,-1144,Security staff,2
5065427,0.0,X,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23510,-1144,Security staff,2
5065428,0.0,X,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23510,-1144,Security staff,2
5065429,0.0,0,F,N,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14608,-870,Sales staff,1
5065432,0.0,0,F,N,Y,0,225000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-17543,-474,Cleaning staff,1
5065437,0.0,C,F,Y,N,2,270000.0,Working,Secondary / secondary special,Married,With parents,-13258,-2300,Managers,4
5065438,0.0,C,F,Y,N,2,270000.0,Working,Secondary / secondary special,Married,With parents,-13258,-2300,Managers,4
5065439,0.0,X,F,Y,N,2,270000.0,Working,Secondary / secondary special,Married,With parents,-13258,-2300,Managers,4
5065441,0.0,C,F,Y,N,2,270000.0,Working,Secondary / secondary special,Married,With parents,-13258,-2300,Managers,4
5065442,0.0,0,F,Y,N,2,270000.0,Working,Secondary / secondary special,Married,With parents,-13258,-2300,Managers,4
5065444,0.0,0,F,Y,N,2,270000.0,Working,Secondary / secondary special,Married,With parents,-13258,-2300,Managers,4
5065447,0.0,0,F,N,Y,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,-17287,-4826,Cooking staff,1
5065451,0.0,0,M,N,Y,0,180000.0,Working,Incomplete higher,Married,House / apartment,-17146,-5680,Laborers,2
5065452,0.0,C,M,N,Y,0,180000.0,Working,Incomplete higher,Married,House / apartment,-17146,-5680,Laborers,2
5065454,0.0,C,M,N,Y,0,180000.0,Working,Incomplete higher,Married,House / apartment,-17146,-5680,Laborers,2
5065474,0.0,C,F,N,N,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9582,-747,Sales staff,3
5065479,0.0,X,M,N,N,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,-13574,-109,Laborers,3
5065480,0.0,X,M,N,N,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,-13574,-109,Laborers,3
5065484,0.0,0,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Separated,House / apartment,-20196,-2697,Drivers,1
5065485,0.0,C,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Separated,House / apartment,-20196,-2697,Drivers,1
5065490,0.0,C,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12438,-747,Medicine staff,2
5065492,0.0,0,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12438,-747,Medicine staff,2
